19.59573001651125 19.59573001651125
6.811693344511478010e-01 9.205625248029961627e-01
6.167614251805562109e-01 3.381743876541958738e+00
1.155262037707989742e-01 4.879079211963005314e+00
6.109483849942852762e-01 7.006550676144481571e+00
6.150702463548469723e-01 8.961011067147930831e+00
9.213142647751759728e-01 1.108582651525949636e+01
4.474211907484849648e-01 1.340436372926212627e+01
1.124245554637555156e-01 1.486130248295647682e+01
3.988413742364329551e-01 1.732900993311210414e+01
1.337673496323888855e+01 2.966038196677219574e+00
1.358146751022031573e+01 1.177668160110891016e+01
6.417945560331440369e+00 1.736501757028138826e+01
1.191852021195389000e+01 1.138241584275843543e+01
1.543058714273401222e+01 1.498441299027535045e+01
1.281790128914165194e+01 1.881138123271091800e+01
4.361989383340874049e+00 9.992238697683891502e+00
2.141689497502654138e+00 -2.592954776293770330e-02
2.007682021765885505e+00 1.719138697394375415e+00
2.485667141523018042e+00 4.106972471631716637e+00
2.540274236836276067e+00 6.060887750691276388e+00
2.306707595098644870e+00 8.005529892134653380e+00
2.315882462692730126e+00 9.972322060793720411e+00
2.318998694224644552e+00 1.206029745119548124e+01
1.963103184150705616e+00 1.383119081141770579e+01
2.421144448294760387e+00 1.561293598561025853e+01
2.526771616791080977e+00 1.823976429486672401e+01
1.679438137757821181e+01 5.266034583508463207e+00
1.883978010536491610e+01 1.282919715150774387e+01
1.929749346992137182e+00 1.671136736554859681e+01
1.000482768128006050e+01 5.145141614912364325e+00
1.284582088419177914e+01 1.495660653388965144e+01
1.513460986990307511e+01 8.029100313678929624e+00
4.073607335429256793e+00 8.663416642356346342e-01
3.962528592667361238e+00 2.837936288498980275e+00
3.751341601672740556e+00 4.987269695024314942e+00
3.831342478003457952e+00 7.040483915673497073e+00
3.638215975495909582e+00 8.802467489506076603e+00
3.960817170526351738e+00 1.146105639316551894e+01
4.244036110153023067e+00 1.305796638238159169e+01
4.163161468936420917e+00 1.503707039055418448e+01
3.953304702453482200e+00 1.677906547905264389e+01
3.996219344380935290e+00 1.902011389927841023e+01
8.421510485657767831e+00 2.509590882839017212e+00
5.058090738424730226e+00 8.334423709409168879e+00
8.524653982898922067e+00 1.358681254021292162e+01
5.988661405571789942e+00 1.489499297059989935e+01
8.677463075832154260e+00 1.473305743625880204e+01
1.745208968319152376e+01 1.017369901305166380e+01
