5.801260536084010155e+00 4.785446775481990156e-01
5.772024304290224173e+00 1.999559625086426484e+00
5.841604545683659389e+00 4.488223475903759585e+00
5.770739464953249076e+00 5.990577741596283090e+00
6.126438302322415375e+00 8.144748773374351103e+00
5.826190037802680521e+00 1.000645093602025604e+01
5.907156853056627632e+00 1.185487814564118558e+01
5.797003294341890545e+00 1.377591047494506959e+01
5.484657317012728406e+00 1.591333969649826940e+01
5.618839368676778356e+00 1.830061239334515832e+01
4.565866189070156622e+00 1.797780204670100090e+01
1.010419185824948274e+00 1.003890833305715269e+01
5.006830959935181014e+00 3.260064230217245562e+00
7.019069022409663461e+00 1.957412268481610695e+01
8.409489795970484849e+00 1.784607065890567412e+01
1.867180169168167225e+01 2.407218704461036030e+00
7.057600075945905438e+00 1.118218451640548006e+00
7.550870595754244796e+00 3.050929540086397829e+00
7.765601593453521190e+00 5.143325007525963777e+00
7.721985862883821383e+00 6.859827420024021016e+00
7.533809844983500703e+00 8.785795982673029414e+00
7.393076372857307454e+00 1.110114578846511790e+01
7.354610578744800620e+00 1.330558496891726961e+01
7.505385444525959571e+00 1.485865522262700011e+01
7.500191926219959448e+00 1.674158766266787168e+01
7.906800341441735824e+00 1.899273262758915237e+01
4.795927001957829283e+00 6.288545210576342193e+00
9.185845202213089422e+00 8.791201818601882323e+00
1.703866182892301850e+01 1.387407332161008711e+01
2.694403793324125385e+00 2.874088141021678311e+00
1.322874253872259764e+00 1.881986105704856982e+01
1.446533271975476431e+00 1.525262676665688666e+01
9.356831318024653399e+00 -2.182492486875859186e-02
9.423317557947829215e+00 1.759707785572593997e+00
9.253736369957271890e+00 4.024509831286600559e+00
9.215011803720674521e+00 6.165653752489483885e+00
9.570691751864647046e+00 7.754140302838179899e+00
9.286535899336666233e+00 1.034934600582394282e+01
9.115011189057584673e+00 1.241695620800251021e+01
9.585202264040090014e+00 1.422019765772212807e+01
9.465307432853242275e+00 1.615723051461190707e+01
9.445595950777695649e+00 1.807895159911506155e+01
1.664380872438315961e+01 2.819667251277842013e+00
7.681078265629510682e+00 9.865643460093092898e+00
1.163556623242317656e+01 1.445524045889412612e+01
1.699390333934110586e+01 1.764746143129306333e+01
1.721516920108702564e+01 6.218998148582792318e+00
1.759005960955005055e+00 4.891954207727549964e+00
1.097209072467464885e+01 1.012495657405500626e+00
1.090050688308686055e+01 3.107277366067441093e+00
1.140011373353896218e+01 4.884163407064568752e+00
1.103014904627973714e+01 6.943104153794825706e+00
1.070384585425522950e+01 8.607929447290604941e+00
1.058718819251061660e+01 1.118922695975027715e+01
1.116207246177919110e+01 1.289305865739366297e+01
1.079332451941980686e+01 1.539747934648921657e+01
1.099009048810610878e+01 1.700106287726909216e+01
1.093824441002564640e+01 1.897629158653947101e+01
1.456495602723754601e+01 4.227802750398640619e+00
1.439486432833764340e+01 5.946223431566420636e+00
1.371277643869347962e+01 8.014360711425982942e+00
8.962169679268750855e+00 5.178389151408856250e+00
2.755983718986056985e+00 1.103029674326898579e+01
1.523055364201938566e+01 1.033090456144568403e+00
1.233725282454002325e+01 2.218385915872150282e-01
1.276520928532781163e+01 1.858395461956868333e+00
1.250867818604355541e+01 4.091256650643493309e+00
1.283707585531169748e+01 6.369451626713543924e+00
1.257467830471182602e+01 8.250296239442496571e+00
1.283495717161063610e+01 9.926372603942409611e+00
1.264631888475163812e+01 1.214346156204226190e+01
1.270138552176506685e+01 1.370802245414576603e+01
1.251837740204370064e+01 1.605217521364022915e+01
1.234803957655347162e+01 1.773907526220478914e+01
6.887714313580219461e+00 2.114223112331709675e+00
1.843881392539561048e+01 6.122343321755206347e+00
1.855219594863429577e+01 1.622385771339697769e+01
6.255807585849664676e+00 7.004974616829308331e+00
1.525227166888444330e+01 2.096141981084576056e+00
8.108258838969506499e+00 8.850326234760720334e-01
1.411845205035834105e+01 9.953109778916887640e-01
1.449399869643678151e+01 2.926363187533101318e+00
1.394592103124244886e+01 5.036039642181872722e+00
1.432935669350572994e+01 7.041545917091474927e+00
1.448878913116435463e+01 8.847654077437885789e+00
1.428818752149028271e+01 1.077107504886476619e+01
1.455765132947260199e+01 1.282033303590235818e+01
1.399232309422411014e+01 1.522180324284202690e+01
1.419500313623549737e+01 1.677087628181039491e+01
1.410115864978542888e+01 1.875114727096555356e+01
9.880597737064876540e+00 3.238955418069154657e+00
1.519732658032996575e+01 1.169798094182971937e+01
1.159750394092185211e+01 7.778266937696241001e+00
1.504502255965956259e+01 9.728095690408391505e+00
3.170959676667311822e+00 1.432908072755173201e+01
1.365797167831990500e+01 1.423435846878772892e+01
1.594826309761467265e+01 2.438476782011294863e-01
1.638307083907268336e+01 1.845991023730051417e+00
1.581616012861627674e+01 4.057411321309121632e+00
1.582085803493694343e+01 5.964083333795141328e+00
1.623620715998010056e+01 7.863774467752600472e+00
1.625660549583291115e+01 1.015272715966710848e+01
1.606667888836643954e+01 1.231761495331428335e+01
1.600368012611910373e+01 1.371106440999410125e+01
1.648269495566674436e+01 1.595725112884774077e+01
1.567874190590376315e+01 1.790334076800612451e+01
1.063805525827687504e+01 5.947463078384725321e+00
1.122422956129454974e+01 1.000181936351402356e+01
1.738821118029013135e+01 1.798152249583464313e+00
1.194702685424296540e+01 2.900970894622362017e+00
6.983515958903061538e+00 1.576631279150379328e+01
1.341588140367644622e+00 6.314354840695763471e+00
1.787672400462628985e+01 5.433710324951199766e-01
1.770399468488023587e+01 2.987614831285271944e+00
1.790725860817019566e+01 5.000250592194977806e+00
1.811836427295225249e+01 7.077728241550520494e+00
1.787383787826926707e+01 8.974176705593729153e+00
1.807618067430088615e+01 1.103330027671184688e+01
1.774183632479855532e+01 1.280105928153889394e+01
1.796795490783338423e+01 1.484366101528159554e+01
1.801403947907441250e+01 1.722868372485851651e+01
1.803787147177590100e+01 1.897650059087128582e+01
7.853653636758324730e+00 4.139661744322495451e+00
1.014239839625519934e+01 9.453740963190252700e+00
1.695004317442621300e+01 1.184731455122305555e+01
3.279460680061743183e+00 1.612985373835158942e+00
1.545542174358025456e+01 1.676589323865244552e+01
6.688815778773450127e+00 5.580707374502624774e+00
1.493483561104985569e+01 1.385405849087484675e+01
1.675963052410568110e+01 1.890392715506909127e+01
2.751766824658635979e+00 5.081542596157886393e+00
3.311353256393435807e+00 1.757366242132889411e+01
1.833512308940346358e+01 3.984163919017562172e+00
1.020577750188401644e+01 1.236283018287637958e+01
6.604258217335178038e+00 3.803219534218357900e+00
1.938972432398729850e+01 7.606862761938947060e+00
1.933690211487040145e+01 1.044696114799795339e+01
1.363158261017792361e+00 1.766292469587511960e+01
1.644371400259947080e+01 9.123721017359933683e+00
1.619255792186856002e+00 2.885133210681900540e+00
1.955449699585458845e+01 1.867911090295915066e+00
8.601927138847988985e+00 7.479934917893752200e+00
3.025158883049384961e+00 1.284241505833795394e+01
8.824674281199665904e-01 1.227169466080651361e+01
1.918645099794790454e+01 1.870554105716743010e+01
1.707049246509976825e+01 3.973743400324812658e+00
6.728478985065094342e+00 9.407982973708378438e+00
5.057427811049714172e+00 1.130594271870025480e+01
1.192272876855045460e+01 9.062006448354308574e+00
7.214380501799476875e+00 7.729887091935752075e+00
1.343190150045714937e+01 1.751060995709774915e+01
1.889893007031398753e+01 1.407727431321357869e+01
1.046216754170426810e+01 4.070193930668066784e+00
1.515432337530112505e+01 5.157021556391735650e+00
4.764503556280858199e+00 1.989095097991993688e+00
8.466613739251391380e+00 1.154233150762021332e+01
7.403855028587412512e+00 1.211410234266122110e+01
1.170052209208133043e+01 1.718152263470832608e+00
1.886220828394723625e+01 8.631547574883198237e-01
3.863822686693499375e-01 1.631675964786437305e+01
1.071169628498536674e+01 1.396815394183970227e+01
9.976260958804880730e+00 1.708814665647138398e+01
1.949630246496824526e+01 6.209055193016434160e+00
1.840142644710218889e+01 8.105183848497384602e+00
4.663386466961943810e+00 1.396981871981702206e+01
3.866123234696288602e+00 3.936196226825000366e+00
1.851641632090142986e-01 1.952683570476586894e+01
1.068015502870477640e+01 1.989717024704176218e+00
5.089396874597977849e+00 1.703956073832518214e+01
1.689067900608978690e+01 1.497084572509225531e+01
1.906796100582108622e+01 1.145590493865482173e+01
1.342843616069019852e+01 9.039474062698129586e+00
3.149526895318227826e+00 1.010797740750314228e-01
2.792189303141539902e+00 7.062417616076001714e+00
1.174900875565570324e+01 5.987246781925192884e+00
1.441321431666868413e+01 1.776843924431865318e+01
1.531312464689152897e+01 1.889014574328068363e+01
1.674526119930848722e+01 8.715306723828192270e-01
1.928743415551277707e+01 9.361711808796385981e+00
1.331445501591143632e+01 1.290919800354271629e+01
7.263956329817905733e+00 1.813914036847742040e+01
8.339457109377175215e+00 1.590755885288309734e+01
4.804463494958229219e+00 7.352195400691210914e+00
1.381778450654950952e+01 2.047709620496072525e+00
1.247314068514336505e+01 5.296839938368546719e+00
1.029146779267174017e+00 7.918366571339744198e+00
6.337925713708046693e+00 1.292144425605322766e+01
1.707722535629548588e+01 7.283461961429465781e+00
1.300564430480558364e+01 1.094548146051858950e+01
4.995922961353632452e+00 1.238648785492602400e+01
3.329198182098704883e+00 1.019241039985012698e+01
1.748784415184461949e+01 1.620441054680933490e+01
1.560157905667696276e+01 6.942625483245081774e+00
4.871827559560829357e+00 4.952204761429853441e+00
1.355175913293601297e+01 3.986788124662639987e+00
1.135103677524672783e+01 1.803632785131749117e+01
1.597545727696133788e+00 9.195324038009589529e+00
4.986487524879816391e+00 1.920189688071744882e+01
3.464491752803820379e+00 1.576287074058130067e+01
9.691899381075164133e-01 1.430163851525004581e+01
1.357655497427195357e+01 2.200479796683836586e-02
6.389430084486815709e+00 1.088556895370435207e+01
1.470572122025717832e+01 1.426072810386460332e-01
1.020490561231628845e+00 1.940917038369787129e+00
1.491157264324345633e+01 1.589365093419234043e+01
3.572104534260649000e+00 6.068997253592531393e+00
9.488182917231286595e+00 1.147176284017606740e+01
6.768931611367546175e+00 1.415120919298567337e+01
